"","day","site","new_customer","platform","visits","distinct_sessions","orders","gross_sales","bounces","add_to_cart","product_page_views","search_page_views","conversion_rate","bounce_rate","add_to_cart_rate"
"2133","0013-01-28","Pinnacle","1","Windows",7,4,3,888,1,4,10,18,0.428571428571429,0.142857142857143,0.571428571428571
"2135","0013-01-28","Pinnacle","1","Other",0,0,0,3,0,0,0,0,0,0,0
"2137","0013-01-28","Pinnacle","0","Windows",71,60,8,2263,17,19,184,313,0.112676056338028,0.23943661971831,0.267605633802817
"2138","0013-01-28","Sortly","0","Macintosh",0,0,0,17524.6315789474,0,0,0,0,0,0,0
"2139","0013-01-28","Acme","0","Windows",11477,7825,1819,268084,1820,3243,38151,78813,0.158490894833145,0.15857802561645,0.282565130260521
"2143","0013-01-29","Acme","1","iPad",140,83,80,9461,19,94,553,780,0.571428571428571,0.135714285714286,0.671428571428571
"2144","0013-01-29","Acme","1","Android",19,14,12,1375,2,14,66,112,0.631578947368421,0.105263157894737,0.736842105263158
"2148","0013-01-29","Sortly","0","iPad",1,0,0,18,0,0,1,2,0,0,0
"2149","0013-01-29","Pinnacle","1","Macintosh",5,3,2,578,1,3,11,16,0.4,0.2,0.6
"2150","0013-01-29","Widgetry","0","iPhone",119,114,119,15308,0,119,1582,1475,1,0,1
"2153","0013-01-29","Pinnacle","1","Windows",9,5,4,994,1,5,18,28,0.444444444444444,0.111111111111111,0.555555555555556
"2161","0013-01-29","Sortly","0","Macintosh",1,0,0,43,0,0,2,2,0,0,0
"2164","0013-01-29","Acme","1","iPhone",19,16,12,1210,1,14,46,62,0.631578947368421,0.0526315789473684,0.736842105263158
"2165","0013-01-29","Acme","1","Macintosh",325,191,190,23651,51,221,1282,2257,0.584615384615385,0.156923076923077,0.68
"2167","0013-01-29","Pinnacle","1","iPhone",2,0,1,135,1,1,2,1,0.5,0.5,0.5
"2168","0013-01-29","Acme","0","Other",48,34,5,741,7,13,178,349,0.104166666666667,0.145833333333333,0.270833333333333
"2169","0013-01-29","Acme","0","iPhone",464,378,43,4980,93,91,705,911,0.0926724137931035,0.200431034482759,0.196120689655172
"2170","0013-01-29","Acme","1","BlackBerry",1,0,0,30,0,0,1,4,0,0,0
"2172","0013-01-29","Botly","0","Android",19,18,19,2333,0,19,4,5,1,0,1
"2173","0013-01-29","Acme","1","Windows",893,521,522,59462,139,604,3388,6236,0.58454647256439,0.15565509518477,0.676371780515118
"2174","0013-01-29","Pinnacle","0","Android",2,1,0,12,0,0,4,7,0,0,0
"2175","0013-01-29","Acme","0","Android",240,176,23,2687,53,56,639,1297,0.0958333333333333,0.220833333333333,0.233333333333333
"2176","0013-01-29","Acme","0","Linux",46,29,6,776,7,12,140,235,0.130434782608696,0.152173913043478,0.260869565217391
"2177","0013-01-29","Tabular","1","iPad",11,11,11,1855,0,11,0,0,1,0,1
"2178","0013-01-29","Sortly","0","iPhone",340,272,30,3437,101,76,389,410,0.0882352941176471,0.297058823529412,0.223529411764706
"2179","0013-01-29","Acme","0","BlackBerry",10,7,0,23,3,1,13,18,0,0.3,0.1
"2181","0013-01-29","Pinnacle","0","Macintosh",64,50,8,2742,18,17,129,237,0.125,0.28125,0.265625
"2182","0013-01-29","Acme","1","Linux",6,3,3,284,1,4,13,28,0.5,0.166666666666667,0.666666666666667
"2183","0013-01-29","Sortly","1","Android",10,7,3,243,3,4,11,15,0.3,0.3,0.4
"2185","0013-01-29","Sortly","1","iPad",0,0,0,15013.5,0,0,0,0,0,0,0
"2186","0013-01-29","Acme","0","Windows",10645,7162,1725,250697,1745,3089,35544,72452,0.162047909816815,0.163926726162518,0.290183184593706
"2187","0013-01-29","Pinnacle","0","iPad",23,19,2,558,6,6,56,80,0.0869565217391304,0.260869565217391,0.260869565217391
"2188","0013-01-29","Pinnacle","0","Windows",73,59,8,2318,16,18,195,353,0.10958904109589,0.219178082191781,0.246575342465753
"2189","0013-01-29","Botly","1","Android",5,4,5,493,0,5,0,0,1,0,1
"2190","0013-01-29","Sortly","0","Other",147,123,25,3423,41,52,382,439,0.170068027210884,0.27891156462585,0.353741496598639
"2191","0013-01-29","Pinnacle","1","iPad",2,1,1,288,0,1,4,7,0.5,0,0.5
"2192","0013-01-29","Widgetry","1","iPhone",12,11,12,1586,0,12,125,134,1,0,1
"2194","0013-01-29","Pinnacle","0","Other",1,0,0,24,0,0,1,2,0,0,0
"2200","0013-01-29","Sortly","0","Android",67,49,4,362,23,14,80,105,0.0597014925373134,0.343283582089552,0.208955223880597
"2201","0013-01-29","Acme","0","Macintosh",6895,4366,977,160729,2165,1642,21128,41115,0.141696881798405,0.31399564902103,0.238143582306019
"2203","0013-01-29","Sortly","0","Windows",1,1,1,53,0,1,1,1,1,0,1
"2204","0013-01-29","Tabular","0","iPad",121,115,121,20169,0,121,0,0,1,0,1
"2206","0013-01-29","Pinnacle","1","Android",1,0,0,65,0,0,1,0,0,0,0
"2208","0013-01-29","Pinnacle","0","iPhone",10,7,1,180,3,2,10,17,0.1,0.3,0.2
"2209","0013-01-29","Acme","1","Other",6,4,3,302,1,4,21,51,0.5,0.166666666666667,0.666666666666667
"2211","0013-01-29","Sortly","1","iPhone",29,22,11,1062,8,14,49,62,0.379310344827586,0.275862068965517,0.482758620689655
"2213","0013-01-29","Sortly","1","Other",22,18,10,984,3,12,50,51,0.454545454545455,0.136363636363636,0.545454545454545
"2214","0013-01-29","Acme","0","iPad",1953,1367,350,54896,370,642,6963,11050,0.17921146953405,0.189452124935996,0.328725038402458
"2216","0013-01-30","Pinnacle","1","iPad",2,1,1,158,1,1,4,6,0.5,0.5,0.5
"2217","0013-01-30","Pinnacle","1","Windows",8,4,3,978,2,4,19,27,0.375,0.25,0.5
"2218","0013-01-30","Acme","1","iPad",134,79,76,9190,21,90,518,800,0.567164179104478,0.156716417910448,0.671641791044776
"2219","0013-01-30","Widgetry","0","iPhone",124,119,124,16640,0,124,1592,1468,1,0,1
"2220","0013-01-30","Acme","0","Other",43,32,7,856,7,12,166,333,0.162790697674419,0.162790697674419,0.27906976744186
"2221","0013-01-30","Tabular","1","iPad",12,11,12,1971,0,12,0,0,1,0,1
"2225","0013-01-30","Pinnacle","1","iPhone",2,1,1,178,0,1,4,3,0.5,0,0.5
"2228","0013-01-30","Acme","0","BlackBerry",9,6,1,75,2,2,13,17,0.111111111111111,0.222222222222222,0.222222222222222
"2229","0013-01-30","Acme","1","BlackBerry",0,0,0,15676.1,0,0,0,0,0,0,0
"2231","0013-01-30","Sortly","0","Android",65,49,4,393,20,16,77,108,0.0615384615384615,0.307692307692308,0.246153846153846
"2234","0013-01-30","Acme","0","Android",212,155,20,2653,43,49,539,1099,0.0943396226415094,0.202830188679245,0.231132075471698
"2235","0013-01-30","Pinnacle","0","BlackBerry",0,0,0,15676.1,0,0,0,0,0,0,0
"2238","0013-01-30","Pinnacle","0","Linux",1,0,0,31,0,0,1,3,0,0,0
"2239","0013-01-30","Sortly","0","Other",155,129,30,3519,39,59,394,470,0.193548387096774,0.251612903225806,0.380645161290323
"2240","0013-01-30","Tabular","0","iPad",119,113,119,19261,0,119,0,0,1,0,1
"2241","0013-01-30","Acme","1","iPhone",16,14,10,1126,1,11,34,46,0.625,0.0625,0.6875
"2242","0013-01-30","Acme","0","Linux",41,27,5,737,7,11,152,260,0.121951219512195,0.170731707317073,0.268292682926829
"2243","0013-01-30","Pinnacle","0","iPhone",11,9,0,65,3,2,14,20,0,0.272727272727273,0.181818181818182
"2247","0013-01-30","Pinnacle","0","Windows",86,66,11,3989,20,24,214,391,0.127906976744186,0.232558139534884,0.27906976744186
"2248","0013-01-30","Botly","1","Android",6,6,6,612,0,6,6,10,1,0,1
"2249","0013-01-30","Sortly","1","iPad",0,0,0,15676.1,0,0,0,0,0,0,0
"2250","0013-01-30","Acme","0","Macintosh",6514,4192,943,156454,2053,1553,20054,39423,0.144765121277249,0.315167331900522,0.238409579367516
"2252","0013-01-30","Sortly","1","Other",23,19,11,980,3,15,51,64,0.478260869565217,0.130434782608696,0.652173913043478
"2253","0013-01-30","Sortly","0","Macintosh",1,0,0,20,0,0,1,3,0,0,0
"2254","0013-01-30","Acme","1","Windows",880,517,517,57667,132,596,3256,6095,0.5875,0.15,0.677272727272727
"2255","0013-01-30","Acme","0","SymbianOS",0,0,0,15676.1,0,0,0,0,0,0,0
"2258","0013-01-30","Pinnacle","1","Android",0,0,0,58,0,0,1,0,0,0,0
"2262","0013-01-30","Sortly","0","iPad",1,0,0,28,1,0,1,1,0,1,0
"2263","0013-01-30","Acme","1","Other",7,4,3,408,1,4,22,42,0.428571428571429,0.142857142857143,0.571428571428571
"2265","0013-01-30","Sortly","1","iPhone",27,20,10,857,9,12,29,36,0.37037037037037,0.333333333333333,0.444444444444444
"2266","0013-01-30","Acme","0","Windows",10144,6907,1780,257576,1590,3081,35376,72495,0.175473186119874,0.156742902208202,0.303726340694006
"2267","0013-01-30","Botly","0","Android",22,20,22,2522,0,22,2,1,1,0,1
"2269","0013-01-30","Pinnacle","0","iPad",25,18,4,1171,6,7,62,106,0.16,0.24,0.28
"2270","0013-01-30","Acme","1","Android",17,11,10,1016,2,12,81,159,0.588235294117647,0.117647058823529,0.705882352941177
"2273","0013-01-30","Pinnacle","0","Android",2,1,0,15676.1,0,0,4,8,0,0,0
"2275","0013-01-30","Widgetry","1","iPhone",12,11,12,1426,0,12,157,170,1,0,1
"2277","0013-01-30","Sortly","1","Android",9,6,2,192,3,4,8,12,0.222222222222222,0.333333333333333,0.444444444444444
"2278","0013-01-30","Acme","1","Linux",4,2,2,205,1,3,17,33,0.5,0.25,0.75
"2279","0013-01-30","Acme","0","iPhone",408,332,43,5384,69,94,681,906,0.105392156862745,0.169117647058824,0.230392156862745
"2282","0013-01-30","Acme","0","iPad",1794,1269,330,49269,319,602,6692,11001,0.183946488294314,0.177814938684504,0.335562987736901
"2283","0013-01-30","Sortly","0","Windows",2,1,0,39,0,1,2,3,0,0,0.5
"2284","0013-01-30","Pinnacle","1","Macintosh",6,3,3,798,1,4,30,53,0.5,0.166666666666667,0.666666666666667
"2285","0013-01-30","Sortly","0","iPhone",311,252,27,3429,90,66,385,405,0.0868167202572347,0.289389067524116,0.212218649517685
"2288","0013-01-30","Pinnacle","0","Macintosh",69,55,6,1974,21,14,160,288,0.0869565217391304,0.304347826086957,0.202898550724638
"2289","0013-01-30","Acme","1","Macintosh",328,191,191,23139,51,216,1265,2384,0.582317073170732,0.155487804878049,0.658536585365854
"2291","0013-01-31","Acme","0","SymbianOS",0,0,0,14134.3095238095,0,0,0,2,0,0,0
"2292","0013-01-31","Acme","1","BlackBerry",1,0,1,38,0,1,1,1,1,0,1
"2294","0013-01-31","Acme","0","Linux",44,31,6,795,7,12,147,279,0.136363636363636,0.159090909090909,0.272727272727273
"2295","0013-01-31","Acme","1","Windows",873,513,516,56843,132,585,3244,6038,0.59106529209622,0.151202749140893,0.670103092783505
"2296","0013-01-31","Sortly","0","Windows",1,0,0,21,0,0,1,1,0,0,0
"2298","0013-01-31","Pinnacle","1","Android",0,0,0,5,0,0,0,0,0,0,0
"2299","0013-01-31","Pinnacle","1","Other",0,0,0,29,0,0,0,0,0,0,0
"2300","0013-01-31","Tabular","1","iPad",11,10,11,1421,0,11,0,0,1,0,1
"2301","0013-01-31","Pinnacle","0","iPhone",11,8,1,200,2,3,16,24,0.0909090909090909,0.181818181818182,0.272727272727273
"2302","0013-01-31","Acme","1","iPad",126,75,73,8612,18,83,440,689,0.579365079365079,0.142857142857143,0.658730158730159
"2305","0013-01-31","Sortly","0","iPhone",301,248,24,2570,92,65,360,425,0.079734219269103,0.305647840531561,0.215946843853821
"2309","0013-01-31","Acme","1","Other",7,3,3,323,1,4,18,34,0.428571428571429,0.142857142857143,0.571428571428571
"2312","0013-01-31","Botly","0","Android",23,22,23,2560,0,23,5,3,1,0,1
"2313","0013-01-31","Pinnacle","0","Windows",73,58,8,2563,17,19,195,381,0.10958904109589,0.232876712328767,0.26027397260274
"2314","0013-01-31","Sortly","1","iPhone",31,22,10,971,10,14,47,46,0.32258064516129,0.32258064516129,0.451612903225806
"2316","0013-01-31","Sortly","1","Other",22,18,10,1054,3,13,57,80,0.454545454545455,0.136363636363636,0.590909090909091
"2317","0013-01-31","Acme","0","Other",49,35,6,668,9,12,172,336,0.122448979591837,0.183673469387755,0.244897959183673
"2320","0013-01-31","Widgetry","0","iPhone",125,121,125,16840,0,125,1413,1375,1,0,1
"2321","0013-01-31","Pinnacle","1","Linux",0,0,0,14134.3095238095,0,0,1,0,0,0,0
"2325","0013-01-31","Sortly","1","Android",11,8,2,261,3,5,11,16,0.181818181818182,0.272727272727273,0.454545454545455
"2327","0013-01-31","Acme","0","Macintosh",6302,4145,868,137855,1949,1443,18900,37084,0.137734052681688,0.309266899397017,0.228974928594097
"2329","0013-01-31","Sortly","0","Android",62,48,3,408,20,16,90,139,0.0483870967741935,0.32258064516129,0.258064516129032
"2331","0013-01-31","Pinnacle","0","iPad",21,17,2,727,4,6,93,157,0.0952380952380952,0.19047619047619,0.285714285714286
"2333","0013-01-31","Pinnacle","0","Android",2,1,0,14134.3095238095,1,0,3,13,0,0.5,0
"2335","0013-01-31","Acme","0","iPhone",535,430,45,5571,113,95,779,1094,0.0841121495327103,0.211214953271028,0.177570093457944
"2336","0013-01-31","Acme","1","Linux",4,1,2,208,1,2,10,13,0.5,0.25,0.5
"2337","0013-01-31","Pinnacle","0","Other",0,0,0,14134.3095238095,0,0,0,0,0,0,0
"2338","0013-01-31","Sortly","1","iPad",0,0,0,6,0,0,0,0,0,0,0
"2339","0013-01-31","Pinnacle","0","BlackBerry",0,0,0,14134.3095238095,0,0,0,0,0,0,0
"2340","0013-01-31","Acme","1","Android",18,13,12,1043,2,13,58,120,0.666666666666667,0.111111111111111,0.722222222222222
"2342","0013-01-31","Acme","1","Macintosh",306,175,175,21507,51,197,1207,2274,0.571895424836601,0.166666666666667,0.643790849673203
"2343","0013-01-31","Pinnacle","1","iPhone",2,1,1,163,1,1,3,3,0.5,0.5,0.5
"2344","0013-01-31","Sortly","1","Windows",0,0,0,14134.3095238095,0,0,0,0,0,0,0
"2345","0013-01-31","Acme","0","Android",269,197,22,2712,52,59,676,1407,0.0817843866171004,0.193308550185874,0.219330855018587
"2350","0013-01-31","Widgetry","1","iPhone",13,12,13,1496,0,13,109,143,1,0,1
"2351","0013-01-31","Tabular","0","iPad",112,106,112,17495,0,112,0,0,1,0,1
"2352","0013-01-31","Botly","1","Android",7,6,7,802,0,7,4,2,1,0,1
"2353","0013-01-31","Acme","0","BlackBerry",9,7,0,41,2,1,9,23,0,0.222222222222222,0.111111111111111
"2354","0013-01-31","Sortly","0","Other",146,123,30,3591,37,55,399,508,0.205479452054795,0.253424657534247,0.376712328767123
"2355","0013-01-31","Pinnacle","1","Macintosh",4,2,2,360,1,2,16,25,0.5,0.25,0.5
"2356","0013-01-31","Sortly","0","Macintosh",0,0,0,8,0,0,0,1,0,0,0
"2358","0013-01-31","Pinnacle","0","Macintosh",59,45,5,2605,19,13,125,220,0.0847457627118644,0.322033898305085,0.220338983050847
"2359","0013-01-31","Sortly","0","iPad",1,0,0,14,0,0,0,0,0,0,0
"2361","0013-01-31","Pinnacle","1","iPad",2,1,1,281,0,1,7,9,0.5,0,0.5
"2363","0013-01-31","Pinnacle","1","Windows",5,3,2,366,1,3,8,19,0.4,0.2,0.6
"2364","0013-01-31","Acme","1","iPhone",21,17,13,1343,2,14,61,71,0.619047619047619,0.0952380952380952,0.666666666666667
"2365","0013-01-31","Acme","0","Windows",10628,7420,1755,251713,1689,3033,35938,74521,0.165129845690629,0.158919834399699,0.285378246142266
"2366","0013-01-31","Acme","0","iPad",1901,1372,309,47552,350,579,6689,10675,0.162546028406102,0.184113624408206,0.304576538663861
"2367","0013-02-01","Sortly","0","iPad",0,0,0,12954.1025641026,0,0,1,1,0,0,0
"2369","0013-02-01","Sortly","0","iPhone",256,211,24,2846,76,60,330,397,0.09375,0.296875,0.234375
"2371","0013-02-01","Acme","1","Android",16,13,11,1088,1,12,51,93,0.6875,0.0625,0.75
"2372","0013-02-01","Acme","0","Android",208,160,20,2343,45,50,531,1116,0.0961538461538462,0.216346153846154,0.240384615384615
"2373","0013-02-01","Botly","1","Android",7,6,7,720,0,7,7,5,1,0,1
"2374","0013-02-01","Pinnacle","0","iPhone",7,6,1,181,2,2,12,13,0.142857142857143,0.285714285714286,0.285714285714286
"2375","0013-02-01","Pinnacle","1","Other",0,0,0,12954.1025641026,0,0,0,0,0,0,0
"2376","0013-02-01","Pinnacle","1","iPhone",1,0,1,99,0,1,2,4,1,0,1
"2377","0013-02-01","Pinnacle","0","iPad",16,13,1,223,4,3,54,83,0.0625,0.25,0.1875
"2379","0013-02-01","Pinnacle","1","Macintosh",3,1,1,525,0,2,9,18,0.333333333333333,0,0.666666666666667
"2380","0013-02-01","Acme","1","BlackBerry",0,0,0,12954.1025641026,0,0,0,0,0,0,0
"2382","0013-02-01","Acme","0","Other",43,32,5,630,8,10,179,314,0.116279069767442,0.186046511627907,0.232558139534884
"2383","0013-02-01","Sortly","0","Other",140,115,28,3797,37,52,393,514,0.2,0.264285714285714,0.371428571428571
"2384","0013-02-01","Acme","1","Macintosh",265,152,152,18641,43,172,1040,1847,0.573584905660377,0.162264150943396,0.649056603773585
"2386","0013-02-01","Sortly","1","Windows",0,0,0,4,0,0,0,0,0,0,0
"2387","0013-02-01","Pinnacle","0","Macintosh",42,34,5,1500,10,10,109,224,0.119047619047619,0.238095238095238,0.238095238095238
"2388","0013-02-01","Widgetry","1","iPhone",12,12,12,1268,0,12,110,172,1,0,1
"2390","0013-02-01","Pinnacle","0","Other",0,0,0,12954.1025641026,0,0,0,0,0,0,0
"2391","0013-02-01","Sortly","1","Android",12,9,4,517,3,7,40,49,0.333333333333333,0.25,0.583333333333333
"2394","0013-02-01","Sortly","0","Windows",1,0,0,12954.1025641026,0,0,0,0,0,0,0
"2395","0013-02-01","Pinnacle","0","Windows",60,47,7,1650,13,15,175,328,0.116666666666667,0.216666666666667,0.25
"2396","0013-02-01","Acme","1","Windows",807,480,485,53405,128,546,2918,5671,0.600991325898389,0.158612143742255,0.676579925650558
"2398","0013-02-01","Acme","1","Linux",5,2,3,235,1,4,18,43,0.6,0.2,0.8
"2399","0013-02-01","Tabular","1","iPad",10,10,10,1448,0,10,0,0,1,0,1
"2402","0013-02-01","Sortly","1","Other",28,22,13,1517,5,16,57,83,0.464285714285714,0.178571428571429,0.571428571428571
"2403","0013-02-01","Pinnacle","0","Android",1,1,0,16,1,0,1,4,0,1,0
"2404","0013-02-01","Acme","1","Other",6,4,3,363,1,4,28,48,0.5,0.166666666666667,0.666666666666667
"2408","0013-02-01","Acme","1","iPad",125,73,72,8818,18,83,483,718,0.576,0.144,0.664
"2409","0013-02-01","Tabular","0","iPad",92,87,92,14262,0,92,0,0,1,0,1
"2412","0013-02-01","Sortly","1","Macintosh",0,0,0,12954.1025641026,0,0,0,0,0,0,0
"2413","0013-02-01","Widgetry","0","iPhone",99,95,99,13271,0,99,1233,1200,1,0,1
"2414","0013-02-01","Botly","0","Android",21,20,21,2704,0,21,0,2,1,0,1
"2417","0013-02-01","Acme","0","iPhone",368,304,36,4760,69,74,545,770,0.0978260869565217,0.1875,0.201086956521739
"2418","0013-02-01","Sortly","0","Android",55,44,2,251,18,13,75,118,0.0363636363636364,0.327272727272727,0.236363636363636
"2420","0013-02-01","Sortly","0","Macintosh",1,0,0,60,0,1,2,4,0,0,1
"2423","0013-02-01","Pinnacle","1","Android",0,0,0,23,0,0,0,0,0,0,0
"2424","0013-02-01","Pinnacle","0","Linux",0,0,0,12954.1025641026,0,0,0,0,0,0,0
"2425","0013-02-01","Acme","0","Macintosh",5290,3492,719,115182,1673,1204,15810,32281,0.135916824196597,0.316257088846881,0.227599243856333
"2426","0013-02-01","Acme","0","Windows",8525,5963,1463,205450,1310,2522,28798,60948,0.171612903225806,0.15366568914956,0.2958357771261
"2432","0013-02-01","Acme","1","iPhone",20,18,14,1314,1,15,49,58,0.7,0.05,0.75
"2435","0013-02-01","Sortly","0","Linux",0,0,0,12954.1025641026,0,0,0,0,0,0,0
"2437","0013-02-01","Pinnacle","1","Windows",7,3,3,961,1,4,13,21,0.428571428571429,0.142857142857143,0.571428571428571
"2438","0013-02-01","Acme","0","Linux",39,26,5,858,7,11,126,241,0.128205128205128,0.179487179487179,0.282051282051282
"2439","0013-02-01","Acme","0","iPad",1566,1126,274,42769,288,504,5681,9342,0.174968071519796,0.183908045977011,0.32183908045977
"2440","0013-02-01","Pinnacle","1","iPad",1,0,1,119,0,1,1,1,1,0,1
"2441","0013-02-01","Sortly","1","iPhone",31,23,12,1361,11,14,29,30,0.387096774193548,0.354838709677419,0.451612903225806
"2444","0013-02-01","Acme","0","BlackBerry",7,6,0,31,2,0,3,4,0,0.285714285714286,0
"2445","0013-02-02","Acme","1","Android",18,13,12,1094,2,14,72,152,0.666666666666667,0.111111111111111,0.777777777777778
"2446","0013-02-02","Acme","1","BlackBerry",1,0,0,41,0,0,2,0,0,0,0
"2448","0013-02-02","Acme","0","Linux",33,23,6,696,6,11,131,223,0.181818181818182,0.181818181818182,0.333333333333333
"2450","0013-02-02","Acme","1","Windows",763,441,452,50812,115,515,3070,5948,0.592398427260813,0.150720838794233,0.674967234600262
"2451","0013-02-02","Pinnacle","1","iPhone",2,1,1,211,0,1,5,8,0.5,0,0.5
"2453","0013-02-02","Widgetry","1","iPhone",14,13,14,1630,0,14,182,195,1,0,1
"2454","0013-02-02","Acme","0","Macintosh",5500,3639,803,131156,1660,1359,19458,39051,0.146,0.301818181818182,0.247090909090909
"2455","0013-02-02","Sortly","0","iPad",1,0,0,35,0,0,1,0,0,0,0
"2457","0013-02-02","Pinnacle","1","Android",0,0,0,12946.3902439024,0,0,0,0,0,0,0
"2458","0013-02-02","Sortly","1","iPad",0,0,0,12946.3902439024,0,0,0,0,0,0,0
"2463","0013-02-02","Pinnacle","0","BlackBerry",0,0,0,12946.3902439024,0,0,0,0,0,0,0
"2464","0013-02-02","Sortly","0","Macintosh",0,0,0,14,0,0,1,1,0,0,0
"2465","0013-02-02","Pinnacle","1","Windows",7,4,3,908,1,3,15,23,0.428571428571429,0.142857142857143,0.428571428571429
"2466","0013-02-02","Sortly","0","iPhone",244,209,23,2556,76,59,344,398,0.0942622950819672,0.311475409836066,0.241803278688525
"2467","0013-02-02","Sortly","1","Windows",0,0,0,12946.3902439024,0,0,0,0,0,0,0
"2468","0013-02-02","Sortly","1","iPhone",30,22,10,932,11,13,41,44,0.333333333333333,0.366666666666667,0.433333333333333
"2469","0013-02-02","Pinnacle","1","iPad",3,2,1,329,1,2,8,19,0.333333333333333,0.333333333333333,0.666666666666667
"2470","0013-02-02","Pinnacle","0","Other",1,0,0,65,0,0,1,2,0,0,0
"2473","0013-02-02","Botly","1","Android",7,7,7,713,0,7,3,1,1,0,1
